2777.244140625, -1614.43359375, 10.921875, 207.80133056641 
-2051.09765625, -2556.9521484375, 30.500583648682, 91.849853515625 
2935.1572265625, -2945.2705078125, 0.68343126773834, 10.236663818359 
2934.4111328125, -2956.990234375, 0.63151544332504, 10.236663818359 
2934.2763671875, -2958.7314453125, 0.63249784708023, 10.236663818359 
2933.923828125, -2962.9140625, -0.55000001192093, 10.236663818359 
1857.587890625, -2055.8466796875, 546.51904296875, 228.56579589844 
-2377.03125, -2187.234375, 33.35082244873, 273.00067138672 
-381.4482421875, 2094.3447265625, 61.136806488037, 114.50549316406 
2039.1494140625, 1935.8984375, 12.062328338623, 322.61569213867 
2039.1494140625, 1935.8984375, 12.062328338623, 322.61569213867 
-2307.775390625, -935.875, 508.50115966797, 147.12088012695 
-2348.7958984375, -931.9609375, 509.2487487793, 147.12088012695 
-2353.3916015625, -931.6201171875, 510.43658447266, 147.12088012695 
-2357.111328125, -931.97265625, 510.94561767578, 147.12088012695 
-2362.0244140625, -933.2861328125, 511.20123291016, 147.12088012695 
-2365.919921875, -935.1123046875, 511.09872436523, 147.12088012695 
-2368.6953125, -936.798828125, 510.85577392578, 147.12088012695 
-2372.828125, -939.8232421875, 510.20770263672, 147.12088012695 
-2375.6875, -942.212890625, 509.52972412109, 147.12088012695 
-2425.58203125, -985.1064453125, 508.80004882812, 147.12088012695 
-2432.068359375, -989.8251953125, 511.84536743164, 147.12088012695 
-2435.359375, -992.3154296875, 513.37969970703, 147.12088012695 
-2438.296875, -994.669921875, 514.77380371094, 147.12088012695 
-2441.6328125, -997.8212890625, 516.46166992188, 147.12088012695 
-2444.5087890625, -1001.9296875, 518.14538574219, 147.12088012695 
-2446.2177734375, -1006.6162109375, 519.39898681641, 147.12088012695 
-2446.439453125, -1011.884765625, 520.02520751953, 147.12088012695 
-2445.501953125, -1015.9501953125, 520.04125976562, 147.12088012695 
2428.896484375, -1616.06640625, 13.380258560181, 6.4573059082031 
